ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	regens	runtime_error	time_adjust	time_taken	total_inds	total_time	
0.3897508158818219	12.09	5.0	11.09	8.28	0.8688163084122366	0	0	16	5	15	11	6	5	5	4	0	0	0	62.37691688537598	200	62.37691688537598	
0.49923231262143875	11.815	5.0	10.578947368421053	7.894736842105263	0.8688163084122366	1	29	25	5.0	15.0	11.0	4	5.0	5.0	4.0	0	0	0	45.823203563690186	400	108.20012044906616	
0.6055499168087514	12.695	5.0	9.955555555555556	7.444444444444445	1.0	2	49	26	5.0	15.0	11.0	3	5.0	5.0	4.0	0	0	0	49.82290840148926	600	158.02302885055542	
0.6618645576555123	14.11	5.0	10.494505494505495	7.824175824175824	1.0	3	67	29	5.0	15.0	11.0	1	5.0	5.0	4.0	0	0	0	52.05520534515381	800	210.07823419570923	
0.7066155948732392	16.025	5.0	11.074074074074074	8.238095238095237	1.0	4	78	30	5.0	15.0	11.0	4	5.0	5.0	4.0	0	0	0	52.806304931640625	1000	262.88453912734985	
0.7131088253576033	17.57	5.0	12.147368421052631	9.010526315789473	1.0	5	88	31	5.0	15.0	11.0	2	5.0	5.0	4.0	0	0	0	73.18962836265564	1200	336.0741674900055	
0.7700880152578728	19.335	5.0	12.538071065989847	9.294416243654823	1.0	6	91	31	5.0	15.0	11.0	5	5.0	5.0	4.0	0	0	0	9522.688534736633	1400	9858.762702226639	
0.7670231458339135	20.705	5.0	13.472081218274111	9.954314720812183	1.0	7	94	37	5.0	15.0	11.0	8	5.0	5.0	4.0	0	0	0	62.093772172927856	1600	9920.856474399567	
0.7920478559784336	23.025	5.0	14.03061224489796	10.346938775510203	1.0	8	98	45	5.0	15.0	11.0	6	5.0	5.0	4.0	0	0	0	61.6790189743042	1800	9982.53549337387	
0.81504891839397	25.11	5.0	13.869346733668342	10.236180904522612	1.0	9	99	43	5.0	15.0	11.0	9	5.0	8.0	6.0	0	0	0	62.93985390663147	2000	10045.475347280502	
0.8076325491670306	26.245	5.0	13.954081632653061	10.290816326530612	1.0	10	103	47	5.0	15.0	11.0	5	5.0	8.0	6.0	0	0	0	61.494038343429565	2200	10106.969385623932	
0.8079963807819217	29.105	5.0	13.702020202020202	10.121212121212121	1.0	11	105	46	5.0	15.0	11.0	9	5.0	8.0	6.0	0	0	0	65.36466002464294	2400	10172.334045648575	
0.8208981397227049	32.1	5.0	13.92964824120603	10.271356783919598	1.0	12	106	51	5.0	15.0	11.0	10	5.0	5.0	4.0	0	0	0	165.56988096237183	2600	10337.903926610947	
0.8170936073680614	33.705	5.0	14.095477386934673	10.391959798994975	1.0	13	107	57	5.0	15.0	11.0	9	5.0	8.0	6.0	0	0	0	198.99241733551025	2800	10536.896343946457	
0.8127475430175675	34.015	5.0	13.874371859296483	10.231155778894472	1.0	14	108	63	5.0	15.0	11.0	10	5.0	8.0	6.0	0	0	0	198.68265295028687	3000	10735.578996896744	
0.798199483875769	35.05	5.0	14.05	10.35	1.0	15	108	64	5	15	11	12	5	8	6	0	0	0	105.90669226646423	3200	10841.485689163208	
0.819055114892225	36.625	5.0	14.136363636363637	10.414141414141413	1.0	16	110	62	5.0	15.0	11.0	9	5.0	8.0	6.0	0	0	0	66.39119052886963	3400	10907.876879692078	
0.8202482324306827	37.5	5.0	13.869346733668342	10.241206030150753	1.0	17	111	62	5.0	15.0	11.0	9	5.0	5.0	4.0	0	0	0	165.6180601119995	3600	11073.494939804077	
0.8152070512695159	38.67	5.0	13.834170854271356	10.21608040201005	1.0	18	112	65	5.0	15.0	11.0	10	5.0	8.0	6.0	0	0	0	81.005539894104	3800	11154.500479698181	
0.8161961446905031	37.89	5.0	14.0	10.326633165829145	1.0	19	113	67	5.0	15.0	11.0	9	5.0	8.0	6.0	0	0	0	70.87928128242493	4000	11225.379760980606	
0.7969677617338289	39.265	5.0	13.815	10.195	1.0	20	113	68	5	15	11	15	5	5	4	0	0	0	110.69175362586975	4200	11336.071514606476	
0.7969677617338289	39.265	5.0	13.815	10.195	1.0	20	113	68	5	15	11	15	5	5	4	0	0	0	110.69175362586975	4200	11336.071514606476	
