x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,target
-0.3424337067358604,-0.16507191215585587,-0.5567605782243088,-0.04689958382237489,-0.4643144032884792,-0.3502661763707442,-0.2917938862249029,-0.26256155849148305,-0.32330235861696616,-0.3713643856414437,-0.29685952662487414,0.49709354483312246,-0.31205520602358944,-0.17492716667747024,-0.19011440518098974,-0.3013776033338328,-0.3211354140662565,-0.34787591885547536,0.15653826418266792,-0.1678931128521786,0.1334570164685575,-0.11817150892988554,-0.29020920285990076,-0.2129943883521665,-0.32881466917148233,-0.2992399339832851,-0.22789481188682262,-0.23183015604585322,-0.16673144993700473,-0.2252395181273096,-0.1605393069357143,-0.1432120208358773,-0.17492025723498272,-0.14521514786975168,-0.19806738974574664,-0.2421302224436611,-0.32345561317087573,-0.059836236937887186,-0.18091134406612605,-0.18530384922421803,-0.12090468438216595,-0.17259996190688404,-0.20599311373727341,-0.12734332044952557,-0.2977762087249436,0.8673530877230032,-0.07138790454759424,-0.11154623054069787,-0.15845336155682113,0.4289989684917528,-0.1551976750423495,-0.32991229454180127,-0.3083549412898774,0.19278516735583395,-0.08975335891968345,-0.211283220807475,-0.3550976298806738,0
-0.3424337067358604,-0.16507191215585587,0.9509124021146009,-0.04689958382237489,0.6658984921707651,-0.3502661763707442,1.6499595718141695,1.0091705197313836,-0.32330235861696616,1.2108028430592919,-0.29685952662487414,-0.3385563728770072,4.770949131295611,-0.17492716667747024,3.750919676724079,-0.3013776033338328,0.24191868329017224,3.022711502175731,-0.0744102169429413,-0.1678931128521786,0.8164037392975507,-0.11817150892988554,1.8796796764618144,-0.2129943883521665,-0.32881466917148233,-0.2992399339832851,-0.22789481188682262,-0.23183015604585322,-0.16673144993700473,-0.2252395181273096,-0.1605393069357143,-0.1432120208358773,-0.17492025723498272,-0.14521514786975168,-0.19806738974574664,-0.2421302224436611,-0.32345561317087573,-0.059836236937887186,-0.18091134406612605,1.2723472913829557,-0.12090468438216595,-0.17259996190688404,-0.20599311373727341,-0.12734332044952557,-0.2977762087249436,-0.1973874805229897,-0.07138790454759424,-0.11154623054069787,-0.15845336155682113,-0.2072698511201777,-0.1551976750423495,0.23164919962543454,1.721294293533271,-0.10304840491825203,-0.08625465128468254,-0.17023023831480444,-0.058206061882240166,1
-0.3424337067358604,-0.16507191215585587,-0.5567605782243088,-0.04689958382237489,0.546928713701371,-0.3502661763707442,-0.2917938862249029,-0.26256155849148305,-0.32330235861696616,-0.3713643856414437,-0.29685952662487414,-0.23410013316324094,-0.31205520602358944,-0.17492716667747024,-0.19011440518098974,-0.3013776033338328,-0.3211354140662565,-0.34787591885547536,-0.7447241011855633,-0.1678931128521786,1.0246192035746826,-0.11817150892988554,-0.29020920285990076,-0.2129943883521665,-0.32881466917148233,-0.2992399339832851,-0.22789481188682262,-0.23183015604585322,-0.16673144993700473,-0.2252395181273096,-0.1605393069357143,-0.1432120208358773,-0.17492025723498272,-0.14521514786975168,-0.19806738974574664,-0.2421302224436611,-0.32345561317087573,-0.059836236937887186,-0.18091134406612605,-0.18530384922421803,-0.12090468438216595,-0.17259996190688404,1.3133056488453114,-0.12734332044952557,-0.2977762087249436,-0.1973874805229897,-0.07138790454759424,-0.11154623054069787,-0.15845336155682113,-0.3256454454665834,-0.1551976750423495,-0.32991229454180127,-0.3083549412898774,-0.10304840491825203,-0.13016185610951356,-0.24720458048856175,-0.24128919548127423,0
-0.3424337067358604,0.5323673591752434,-0.5567605782243088,-0.04689958382237489,-0.4643144032884792,-0.3502661763707442,-0.2917938862249029,-0.26256155849148305,-0.32330235861696616,-0.3713643856414437,-0.29685952662487414,-0.6287125943041355,-0.31205520602358944,-0.17492716667747024,-0.19011440518098974,0.7886040706650916,-0.3211354140662565,3.060371696824124,1.1084966376028622,-0.1678931128521786,1.590965266408482,-0.11817150892988554,-0.29020920285990076,-0.2129943883521665,-0.32881466917148233,-0.2992399339832851,-0.22789481188682262,-0.23183015604585322,-0.16673144993700473,-0.2252395181273096,-0.1605393069357143,-0.1432120208358773,-0.17492025723498272,-0.14521514786975168,-0.19806738974574664,-0.2421302224436611,-0.32345561317087573,-0.059836236937887186,-0.18091134406612605,-0.18530384922421803,-0.12090468438216595,-0.17259996190688404,-0.20599311373727341,-0.12734332044952557,0.5919234894626408,-0.1973874805229897,-0.07138790454759424,-0.11154623054069787,-0.15845336155682113,-0.5143065489561675,-0.1551976750423495,-0.12760302262565737,0.3627715592027468,-0.10304840491825203,0.03386764418368138,-0.057334536459960395,-0.3122132922809,1
-0.3424337067358604,0.09840514590255939,0.8120477855044381,-0.04689958382237489,0.04130715520644588,2.169873719065839,0.5768852923715243,-0.26256155849148305,-0.32330235861696616,1.2418257298965611,1.3902948126316403,0.9729497479736129,-0.31205520602358944,-0.17492716667747024,-0.19011440518098974,0.5342750133986758,-0.3211354140662565,0.9514007965140955,1.8013420809796903,-0.1678931128521786,0.7664320278710389,-0.11817150892988554,-0.29020920285990076,2.13682385811603,-0.32881466917148233,-0.2992399339832851,-0.22789481188682262,-0.23183015604585322,-0.16673144993700473,-0.2252395181273096,-0.1605393069357143,-0.1432120208358773,-0.17492025723498272,-0.14521514786975168,-0.19806738974574664,-0.2421302224436611,-0.32345561317087573,-0.059836236937887186,-0.18091134406612605,-0.18530384922421803,-0.12090468438216595,-0.17259996190688404,-0.20599311373727341,-0.12734332044952557,-0.2977762087249436,-0.1973874805229897,-0.07138790454759424,-0.11154623054069787,-0.15845336155682113,-0.29975078420330714,-0.1551976750423495,0.45235022353395515,0.3993784592296171,-0.10304840491825203,-0.09523781953671187,-0.22667808924222646,-0.3204602802808565,1
1.2951689174109993,0.19139704874670593,0.11772470245362453,-0.04689958382237489,-0.24124606865836523,-0.24069487656915364,-0.2917938862249029,0.21122098045429072,1.7227475126139629,0.6368794365698094,1.191806066836756,0.21854357226307924,1.8473910810728025,3.6144502531766913,-0.07420163806613478,-0.022826731089663224,0.6247954694925437,-0.34787591885547536,0.7986876995075328,-0.1678931128521786,0.44161590359871306,-0.11817150892988554,1.1373492703780697,0.916725922449851,-0.32881466917148233,-0.2992399339832851,-0.22789481188682262,-0.23183015604585322,-0.16673144993700473,-0.2252395181273096,-0.1605393069357143,-0.1432120208358773,-0.17492025723498272,-0.14521514786975168,-0.19806738974574664,-0.2421302224436611,-0.32345561317087573,-0.059836236937887186,-0.18091134406612605,-0.18530384922421803,-0.12090468438216595,-0.17259996190688404,-0.20599311373727341,-0.12734332044952557,-0.26811955211869076,-0.1973874805229897,-0.07138790454759424,-0.11154623054069787,-0.11326859306338363,-0.2294652750601288,-0.1551976750423495,0.08083683328794546,4.902027162534677,0.1881263709420688,0.06337025991666186,2.785584501157476,3.5127397420989195,1
2.0812181770014915,0.05190919448048611,0.0582112953349833,-0.04689958382237489,-0.3602158471277594,0.4167329222403898,-0.2917938862249029,0.08654136494224503,1.4355826184061131,0.17153613401076945,0.5467176430033831,0.23014982112016438,1.5483908259363792,4.24104022023919,-0.19011440518098974,-0.09549217602292484,0.7824506167523438,-0.29138562688288533,0.888813936044356,-0.1678931128521786,0.35000109931677487,-0.11817150892988554,1.3086562871666263,1.5267748902829403,-0.32881466917148233,-0.2992399339832851,-0.22789481188682262,-0.23183015604585322,-0.16673144993700473,-0.2252395181273096,-0.1605393069357143,-0.1432120208358773,-0.17492025723498272,-0.14521514786975168,-0.19806738974574664,-0.2421302224436611,-0.32345561317087573,-0.059836236937887186,-0.18091134406612605,-0.18530384922421803,-0.12090468438216595,-0.17259996190688404,-0.20599311373727341,-0.07910467254994817,-0.2285773433103537,-0.1973874805229897,0.3219722736841195,-0.11154623054069787,-0.13380712419676433,-0.31454773349660786,-0.1551976750423495,0.5013948955136265,3.962450061845004,0.2743141045967238,0.014388353026649378,0.5225388412490113,4.619485531693081,1
-0.3424337067358604,-0.16507191215585587,-0.5567605782243088,-0.04689958382237489,-0.4643144032884792,-0.3502661763707442,-0.2917938862249029,-0.26256155849148305,-0.32330235861696616,-0.3713643856414437,-0.29685952662487414,-0.6287125943041355,-0.31205520602358944,-0.17492716667747024,-0.19011440518098974,-0.3013776033338328,-0.3211354140662565,-0.34787591885547536,-0.9362423538263125,-0.1678931128521786,-0.6744189849267148,-0.11817150892988554,-0.29020920285990076,-0.2129943883521665,8.874331111997416,8.371812030192089,-0.22789481188682262,-0.23183015604585322,-0.16673144993700473,-0.2252395181273096,-0.1605393069357143,-0.1432120208358773,-0.17492025723498272,-0.14521514786975168,-0.19806738974574664,-0.2421302224436611,-0.32345561317087573,-0.059836236937887186,-0.18091134406612605,-0.18530384922421803,-0.12090468438216595,-0.17259996190688404,-0.20599311373727341,-0.12734332044952557,-0.2977762087249436,-0.1973874805229897,-0.07138790454759424,-0.11154623054069787,-0.15845336155682113,-0.5143065489561675,-0.1551976750423495,-0.32991229454180127,-0.3083549412898774,-0.10304840491825203,0.050699264698009984,-0.18049348393797207,-0.4111771482803779,0
-0.3424337067358604,-0.16507191215585587,-0.5567605782243088,-0.04689958382237489,-0.4643144032884792,-0.3502661763707442,-0.2917938862249029,-0.26256155849148305,-0.32330235861696616,-0.3713643856414437,-0.29685952662487414,-0.6287125943041355,-0.31205520602358944,-0.17492716667747024,-0.19011440518098974,-0.3013776033338328,-0.3211354140662565,-0.34787591885547536,0.8493837075594958,-0.1678931128521786,-0.6744189849267148,-0.11817150892988554,-0.29020920285990076,-0.2129943883521665,-0.32881466917148233,-0.2992399339832851,-0.22789481188682262,-0.23183015604585322,-0.16673144993700473,-0.2252395181273096,-0.1605393069357143,-0.1432120208358773,-0.17492025723498272,-0.14521514786975168,-0.19806738974574664,-0.2421302224436611,-0.32345561317087573,-0.059836236937887186,-0.18091134406612605,-0.18530384922421803,-0.12090468438216595,-0.17259996190688404,-0.20599311373727341,-0.12734332044952557,-0.2977762087249436,1.5369322079601742,-0.07138790454759424,-0.11154623054069787,-0.15845336155682113,-0.5143065489561675,-0.1551976750423495,-0.32991229454180127,-0.3083549412898774,-0.10304840491825203,-0.02595710438597349,-0.006018308344122193,-0.3303566658808043,0
-0.3424337067358604,-0.16507191215585587,-0.5567605782243088,-0.04689958382237489,-0.4643144032884792,-0.3502661763707442,-0.2917938862249029,-0.26256155849148305,-0.32330235861696616,-0.3713643856414437,-0.29685952662487414,-0.6287125943041355,-0.31205520602358944,-0.17492716667747024,-0.19011440518098974,-0.3013776033338328,-0.3211354140662565,-0.34787591885547536,-0.9362423538263125,-0.1678931128521786,-0.6744189849267148,-0.11817150892988554,-0.29020920285990076,-0.2129943883521665,-0.32881466917148233,-0.2992399339832851,5.7122419414351855,-0.23183015604585322,-0.16673144993700473,-0.2252395181273096,-0.1605393069357143,-0.1432120208358773,-0.17492025723498272,-0.14521514786975168,-0.19806738974574664,-0.2421302224436611,-0.32345561317087573,-0.059836236937887186,-0.18091134406612605,-0.18530384922421803,-0.12090468438216595,-0.17259996190688404,-0.20599311373727341,-0.12734332044952557,-0.2977762087249436,-0.1973874805229897,-0.07138790454759424,-0.11154623054069787,-0.15845336155682113,-0.5143065489561675,-0.1551976750423495,-0.32991229454180127,-0.3083549412898774,-0.10304840491825203,-0.13211608920293746,-0.2625994489233132,-0.4590096786801255,0
